name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Andrew Wiggins","Minnesota Timberwolves",2014-11-26,2014,3059319,1610612750,400578510,3,10,21,1,"Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",-237,41,0,0.80,"Mayo, O.J.",3.90,18.80
"Andrew Wiggins","Minnesota Timberwolves",2015-01-19,2014,3059319,1610612750,400578903,4,6,56,0,"Jump Shot","3PT Field Goal",23,"Charlotte Hornets",-234,7,0,0.70,"Hairston, PJ",5.00,20.00
"Andrew Wiggins","Minnesota Timberwolves",2015-01-09,2014,3059319,1610612750,400578836,3,2,32,0,"Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",-234,-8,0,0.80,"Mayo, O.J.",4.00,9.10
"Andrew Wiggins","Minnesota Timberwolves",2016-03-08,2015,3059319,1610612750,400828832,1,4,25,1,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-240,16,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2017-01-15,2016,3059319,1610612750,400900029,1,10,44,0,"Jump Shot","3PT Field Goal",22,"Dallas Mavericks",-223,7,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2018-01-05,2017,3059319,1610612750,400975316,1,3,59,0,"Jump Shot","3PT Field Goal",23,"Boston Celtics",-231,-21,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2017-12-28,2017,3059319,1610612750,400975264,1,0,15,1,"Jump Shot","3PT Field Goal",22,"Milwaukee Bucks",-227,35,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2017-12-03,2017,3059319,1610612750,400975087,3,7,17,0,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-226,52,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-12-21,2016,3059319,1610612750,400899872,1,10,47,0,"Jump Shot","3PT Field Goal",23,"Atlanta Hawks",-230,26,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-03-18,2015,3059319,1610612750,400828911,3,3,23,1,"Jump Shot","3PT Field Goal",22,"Houston Rockets",-228,-5,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-02-27,2015,3059319,1610612750,400828757,1,8,01,0,"Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-237,31,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-01-31,2015,3059319,1610612750,400828606,4,0,05,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-241,3,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-01-31,2015,3059319,1610612750,400828606,2,5,09,0,"Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",-225,-10,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2018-02-07,2017,3059319,1610612750,400975553,5,1,43,0,"Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-234,50,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2018-02-07,2017,3059319,1610612750,400975553,3,4,49,1,"Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-234,50,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2018-02-07,2017,3059319,1610612750,400975553,4,3,34,1,"Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-232,62,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2015-12-16,2015,3059319,1610612750,400828262,1,8,57,0,"Jump Shot","3PT Field Goal",23,"New York Knicks",-230,31,0,0.90,"Anthony, Carmelo",11.90,0.00
"Andrew Wiggins","Minnesota Timberwolves",2017-02-12,2016,3059319,1610612750,400900221,3,8,30,0,"Jump Shot","3PT Field Goal",23,"Chicago Bulls",-232,46,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-03-04,2015,3059319,1610612750,400828806,2,0,17,0,"Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",-237,56,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2018-02-23,2017,3059319,1610612750,400975623,1,5,47,1,"Jump Shot","3PT Field Goal",22,"Houston Rockets",-223,14,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2017-12-12,2017,3059319,1610612750,400975152,4,1,04,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",-228,32,0,0.00,,0.00,0.00
