name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"JR Smith","Cleveland Cavaliers",2015-12-29,2015,2444,1610612739,400828360,1,8,50,1,"Pullup Jump shot","3PT Field Goal",27,"Denver Nuggets",169,213,0,1.00,"Harris, Gary",5.40,18.50
"Klay Thompson","Golden State Warriors",2016-03-27,2015,6475,1610612744,400828981,1,5,48,1,"Pullup Jump shot","2PT Field Goal",16,"Philadelphia 76ers",-135,95,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-10,2015,4251,1610612754,400828676,1,3,55,0,"Pullup Jump shot","2PT Field Goal",19,"Charlotte Hornets",-68,185,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-01-24,2015,3012,1610612761,400828553,4,4,36,0,"Pullup Jump shot","3PT Field Goal",25,"Los Angeles Clippers",-212,139,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-03-28,2015,3012,1610612761,400828985,4,7,22,0,"Pullup Jump shot","3PT Field Goal",36,"Oklahoma City Thunder",-109,347,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2015-12-23,2015,2490149,1610612757,400828319,4,9,33,1,"Pullup Jump shot","2PT Field Goal",16,"New Orleans Pelicans",133,95,4,4.40,"Holiday, Jrue",7.60,19.50
"Paul George","Indiana Pacers",2016-02-10,2015,4251,1610612754,400828676,1,2,57,1,"Pullup Jump shot","2PT Field Goal",16,"Charlotte Hornets",-168,-19,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-03-18,2015,2490149,1610612757,400828912,3,0,49,1,"Pullup Jump shot","2PT Field Goal",12,"New Orleans Pelicans",-9,124,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2015-12-29,2015,3992,1610612745,400828357,1,0,51,0,"Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",30,242,4,4.10,"Sefolosha, Thabo",4.60,20.10
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,1,4,57,1,"Pullup Jump shot","2PT Field Goal",17,"Detroit Pistons",-53,169,8,9.30,"Caldwell-Pope, Kentavious",3.10,12.90
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,4,9,31,0,"Pullup Jump shot","2PT Field Goal",11,"Miami Heat",112,11,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-01-20,2015,6606,1610612757,400828526,1,5,36,1,"Pullup Jump shot","2PT Field Goal",15,"Atlanta Hawks",-150,8,1,1.90,"Splitter, Tiago",5.90,9.20
"Damian Lillard","Portland Trail Blazers",2015-11-02,2015,6606,1610612757,400827937,4,5,40,1,"Pullup Jump shot","3PT Field Goal",24,"Minnesota Timberwolves",135,208,4,3.60,"Rubio, Ricky",5.70,19.40
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,3,7,19,1,"Pullup Jump shot","3PT Field Goal",27,"Utah Jazz",-102,252,0,0.00,,0.00,0.00
"JJ Redick","Los Angeles Clippers",2016-01-24,2015,3024,1610612746,400828553,3,10,52,0,"Pullup Jump shot","2PT Field Goal",12,"Toronto Raptors",-120,26,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-04-02,2015,6606,1610612757,400829029,2,2,18,1,"Pullup Jump shot","2PT Field Goal",14,"Miami Heat",97,105,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-03-18,2015,3992,1610612745,400828911,3,0,48,0,"Pullup Jump shot","3PT Field Goal",25,"Minnesota Timberwolves",202,156,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-02-10,2015,3992,1610612745,400828687,4,4,49,1,"Pullup Jump shot","2PT Field Goal",18,"Portland Trail Blazers",-25,180,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-02-21,2015,3012,1610612761,400828716,4,5,42,0,"Pullup Jump shot","3PT Field Goal",25,"Memphis Grizzlies",137,210,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-04-02,2015,6606,1610612757,400829029,1,0,03,0,"Pullup Jump shot","2PT Field Goal",20,"Miami Heat",-133,154,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-02-21,2015,2490149,1610612757,400828719,2,9,14,0,"Pullup Jump shot","2PT Field Goal",12,"Utah Jazz",6,129,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,3,11,45,0,"Pullup Jump shot","3PT Field Goal",24,"Utah Jazz",66,237,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-21,2015,4251,1610612754,400828715,3,5,40,0,"Pullup Jump shot","3PT Field Goal",27,"Orlando Magic",-151,232,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2015-12-30,2015,4251,1610612754,400828365,5,1,59,0,"Pullup Jump shot","3PT Field Goal",25,"Chicago Bulls",-19,252,2,5.00,"Butler, Jimmy",2.70,11.60
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,3,10,31,1,"Pullup Jump shot","2PT Field Goal",20,"Atlanta Hawks",-201,-6,6,5.40,"Bazemore, Kent",4.40,16.30
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,2,7,58,1,"Pullup Jump shot","2PT Field Goal",12,"Atlanta Hawks",120,41,7,6.00,"Teague, Jeff",4.00,18.10
"Damian Lillard","Portland Trail Blazers",2015-10-30,2015,6606,1610612757,400827919,1,4,07,0,"Pullup Jump shot","2PT Field Goal",21,"Phoenix Suns",-97,195,7,6.50,"Bledsoe, Eric",4.30,17.90
"Damian Lillard","Portland Trail Blazers",2015-10-30,2015,6606,1610612757,400827919,1,3,47,1,"Pullup Jump shot","3PT Field Goal",24,"Phoenix Suns",63,237,7,6.10,"Bledsoe, Eric",3.90,19.20
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,4,5,45,1,"Pullup Jump shot","3PT Field Goal",24,"Miami Heat",-17,242,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,3,7,54,1,"Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",-196,159,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-03-27,2015,3992,1610612745,400828980,3,4,09,1,"Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",-27,267,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-01-24,2015,3992,1610612745,400828552,2,7,34,0,"Pullup Jump shot","3PT Field Goal",25,"Dallas Mavericks",-56,247,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,4,0,39,1,"Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",-160,11,2,2.90,"Bazemore, Kent",1.60,10.60
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,3,3,07,1,"Pullup Jump shot","3PT Field Goal",23,"Detroit Pistons",27,237,2,2.50,"Baynes, Aron",7.50,18.90
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,2,2,43,1,"Pullup Jump shot","2PT Field Goal",13,"Utah Jazz",82,105,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,1,6,47,0,"Pullup Jump shot","2PT Field Goal",12,"Utah Jazz",-79,100,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-03-18,2015,3012,1610612761,400828910,4,6,37,0,"Pullup Jump shot","3PT Field Goal",26,"Boston Celtics",99,242,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-02-08,2015,2490149,1610612757,400828668,1,10,03,0,"Pullup Jump shot","2PT Field Goal",15,"Memphis Grizzlies",-151,7,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-01-04,2015,6475,1610612744,400828407,1,2,25,0,"Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",50,244,0,0.60,"Lin, Jeremy",2.80,9.30
"Damian Lillard","Portland Trail Blazers",2016-02-21,2015,6606,1610612757,400828719,4,1,48,0,"Pullup Jump shot","3PT Field Goal",24,"Utah Jazz",71,232,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-04-02,2015,4251,1610612754,400829025,4,5,58,0,"Pullup Jump shot","2PT Field Goal",15,"Philadelphia 76ers",-20,149,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-01-02,2015,6475,1610612744,400828391,3,4,33,1,"Pullup Jump shot","2PT Field Goal",16,"Denver Nuggets",-66,154,0,0.60,"Faried, Kenneth",7.00,14.50
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,3,0,04,1,"Pullup Jump shot","2PT Field Goal",19,"Atlanta Hawks",25,193,25,21.00,"Schroder, Dennis",4.80,1.80
"James Harden","Houston Rockets",2016-03-18,2015,3992,1610612745,400828911,1,0,03,0,"Pullup Jump shot","3PT Field Goal",24,"Minnesota Timberwolves",-76,237,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-01-02,2015,6475,1610612744,400828391,3,1,23,1,"Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",-158,195,0,0.80,"Harris, Gary",6.50,15.50
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,2,5,49,1,"Pullup Jump shot","2PT Field Goal",19,"Miami Heat",-122,149,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2015-11-02,2015,6606,1610612757,400827937,3,4,35,0,"Pullup Jump shot","2PT Field Goal",15,"Minnesota Timberwolves",97,115,9,7.10,"Rubio, Ricky",5.60,16.10
"Kyle Lowry","Toronto Raptors",2016-01-20,2015,3012,1610612761,400828520,2,9,18,0,"Pullup Jump shot","3PT Field Goal",25,"Boston Celtics",-169,188,11,9.60,"Jerebko, Jonas",5.50,6.10
"Damian Lillard","Portland Trail Blazers",2016-03-18,2015,6606,1610612757,400828912,3,5,09,1,"Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",-12,252,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,3,3,39,1,"Pullup Jump shot","2PT Field Goal",18,"Atlanta Hawks",-173,75,10,8.20,"Splitter, Tiago",5.30,14.50
"Paul George","Indiana Pacers",2016-01-02,2015,4251,1610612754,400828385,4,0,48,1,"Pullup Jump shot","2PT Field Goal",19,"Detroit Pistons",109,159,20,17.90,"Jackson, Reggie",4.10,6.60
"CJ McCollum","Portland Trail Blazers",2015-11-02,2015,2490149,1610612757,400827937,3,7,35,0,"Pullup Jump shot","3PT Field Goal",24,"Minnesota Timberwolves",-25,242,5,3.90,"Rubio, Ricky",7.00,20.10
"James Harden","Houston Rockets",2016-01-24,2015,3992,1610612745,400828552,3,0,11,0,"Pullup Jump shot","3PT Field Goal",25,"Dallas Mavericks",53,252,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,1,2,43,1,"Pullup Jump shot","3PT Field Goal",24,"Detroit Pistons",-7,242,6,6.30,"Caldwell-Pope, Kentavious",1.80,17.70
"Klay Thompson","Golden State Warriors",2016-03-18,2015,6475,1610612744,400828913,2,4,48,0,"Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",195,175,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-01-02,2015,3992,1610612745,400828389,1,7,50,1,"Pullup Jump shot","3PT Field Goal",25,"San Antonio Spurs",138,213,0,1.00,"Parker, Tony",2.30,19.50
"James Harden","Houston Rockets",2015-10-30,2015,3992,1610612745,400827917,3,6,10,0,"Pullup Jump shot","3PT Field Goal",26,"Golden State Warriors",-201,170,3,5.20,"McAdoo, James Michael",4.70,3.60
"CJ McCollum","Portland Trail Blazers",2016-02-08,2015,2490149,1610612757,400828668,5,2,56,1,"Pullup Jump shot","2PT Field Goal",14,"Memphis Grizzlies",-76,121,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-01-04,2015,6475,1610612744,400828407,1,2,58,1,"Pullup Jump shot","3PT Field Goal",25,"Charlotte Hornets",24,254,0,1.30,"Lin, Jeremy",4.30,9.50
"James Harden","Houston Rockets",2015-11-02,2015,3992,1610612745,400827936,1,3,05,0,"Pullup Jump shot","3PT Field Goal",28,"Oklahoma City Thunder",-7,287,1,1.70,"Waiters, Dion",4.90,2.00
"Klay Thompson","Golden State Warriors",2016-01-02,2015,6475,1610612744,400828391,1,6,01,0,"Pullup Jump shot","3PT Field Goal",24,"Denver Nuggets",-196,154,0,0.90,"Gallinari, Danilo",4.30,24.00
"Damian Lillard","Portland Trail Blazers",2016-04-02,2015,6606,1610612757,400829029,2,2,53,0,"Pullup Jump shot","2PT Field Goal",22,"Miami Heat",-110,193,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2016-01-02,2015,6475,1610612744,400828391,4,6,23,0,"Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",2,257,0,0.60,"Nelson, Jameer",3.20,9.70
"James Harden","Houston Rockets",2016-03-27,2015,3992,1610612745,400828980,3,7,44,1,"Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",-84,254,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-08,2015,4251,1610612754,400828663,2,5,10,0,"Pullup Jump shot","3PT Field Goal",25,"Los Angeles Lakers",25,249,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2015-10-30,2015,2490149,1610612757,400827919,3,0,33,0,"Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-27,252,6,9.90,"Price, Ronnie",4.30,14.10
"Damian Lillard","Portland Trail Blazers",2015-11-18,2015,6606,1610612757,400828057,3,5,50,1,"Pullup Jump shot","2PT Field Goal",18,"Houston Rockets",-16,183,2,1.80,"Lawson, Ty",3.80,7.50
"Klay Thompson","Golden State Warriors",2016-03-18,2015,6475,1610612744,400828913,4,8,58,1,"Pullup Jump shot","2PT Field Goal",19,"Dallas Mavericks",-173,80,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-01-28,2015,3012,1610612761,400828581,4,8,22,0,"Pullup Jump shot","2PT Field Goal",18,"New York Knicks",177,65,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-01-28,2015,4251,1610612754,400828579,3,0,22,0,"Pullup Jump shot","2PT Field Goal",19,"Atlanta Hawks",9,195,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-01-28,2015,3012,1610612761,400828581,4,1,45,1,"Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-56,254,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2015-10-30,2015,3992,1610612745,400827917,2,11,44,0,"Pullup Jump shot","2PT Field Goal",18,"Golden State Warriors",-112,144,4,5.00,"Iguodala, Andre",6.10,11.00
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,4,6,01,1,"Pullup Jump shot","3PT Field Goal",24,"Detroit Pistons",81,228,3,4.30,"Caldwell-Pope, Kentavious",1.60,3.60
"JJ Redick","Los Angeles Clippers",2016-03-16,2015,3024,1610612746,400828896,1,5,50,0,"Pullup Jump shot","2PT Field Goal",15,"Houston Rockets",99,115,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-01-28,2015,3012,1610612761,400828581,1,6,59,0,"Pullup Jump shot","2PT Field Goal",19,"New York Knicks",-138,131,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,1,3,57,0,"Pullup Jump shot","2PT Field Goal",19,"Miami Heat",82,180,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-01-20,2015,3012,1610612761,400828520,4,1,18,0,"Pullup Jump shot","2PT Field Goal",17,"Boston Celtics",-120,124,11,8.10,"Thomas, Isaiah",2.20,4.60
"Klay Thompson","Golden State Warriors",2015-12-23,2015,6475,1610612744,400828321,1,8,14,1,"Pullup Jump shot","3PT Field Goal",23,"Utah Jazz",230,16,0,1.60,"Neto, Raul",4.00,18.50
"James Harden","Houston Rockets",2016-01-12,2015,3992,1610612745,400828459,3,4,32,0,"Pullup Jump shot","2PT Field Goal",11,"Memphis Grizzlies",-97,56,1,2.20,"Gasol, Marc",5.90,10.00
"JR Smith","Cleveland Cavaliers",2016-01-14,2015,2444,1610612739,400828477,1,5,13,1,"Pullup Jump shot","3PT Field Goal",25,"San Antonio Spurs",-110,229,3,3.10,"Green, Danny",3.40,2.00
"James Harden","Houston Rockets",2015-11-18,2015,3992,1610612745,400828057,1,4,17,1,"Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",-27,239,4,4.90,"Lillard, Damian",3.60,18.20
"Paul George","Indiana Pacers",2015-12-08,2015,4251,1610612754,400828201,3,0,24,1,"Pullup Jump shot","3PT Field Goal",26,"Golden State Warriors",-24,267,3,3.30,"Iguodala, Andre",5.20,19.70
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,3,6,04,0,"Pullup Jump shot","3PT Field Goal",24,"Detroit Pistons",218,101,1,4.20,"Ilyasova, Ersan",4.30,9.60
"Paul George","Indiana Pacers",2015-12-23,2015,4251,1610612754,400828312,3,9,48,1,"Pullup Jump shot","2PT Field Goal",16,"Sacramento Kings",161,28,3,4.40,"Gay, Rudy",4.40,11.00
"CJ McCollum","Portland Trail Blazers",2015-12-30,2015,2490149,1610612757,400828369,4,4,43,1,"Pullup Jump shot","2PT Field Goal",20,"Denver Nuggets",-92,180,16,15.00,"Faried, Kenneth",4.70,9.30
"Klay Thompson","Golden State Warriors",2015-12-23,2015,6475,1610612744,400828321,3,8,55,1,"Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",184,174,0,0.60,"Neto, Raul",3.70,23.80
"Paul George","Indiana Pacers",2015-12-23,2015,4251,1610612754,400828312,3,11,03,1,"Pullup Jump shot","2PT Field Goal",18,"Sacramento Kings",91,164,7,6.20,"McLemore, Ben",3.10,18.00
"Kyle Lowry","Toronto Raptors",2015-12-13,2015,3012,1610612761,400828242,2,4,11,0,"Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",-94,228,8,7.80,"McConnell, TJ",2.30,16.50
"Klay Thompson","Golden State Warriors",2016-03-18,2015,6475,1610612744,400828913,4,6,32,0,"Pullup Jump shot","3PT Field Goal",28,"Dallas Mavericks",-92,272,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,2,6,51,1,"Pullup Jump shot","3PT Field Goal",23,"Miami Heat",235,11,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-01-20,2015,2490149,1610612757,400828526,4,7,17,0,"Pullup Jump shot","2PT Field Goal",14,"Atlanta Hawks",-40,144,4,4.10,"Teague, Jeff",7.60,9.20
"James Harden","Houston Rockets",2015-12-23,2015,3992,1610612745,400828313,3,7,08,1,"Pullup Jump shot","2PT Field Goal",13,"Orlando Magic",4,131,6,6.10,"Fournier, Evan",5.70,16.70
"Paul George","Indiana Pacers",2015-12-16,2015,4251,1610612754,400828258,2,1,01,1,"Pullup Jump shot","2PT Field Goal",17,"Dallas Mavericks",-47,164,8,8.20,"Matthews, Wesley",2.10,15.10
"Klay Thompson","Golden State Warriors",2016-01-04,2015,6475,1610612744,400828407,4,7,00,0,"Pullup Jump shot","2PT Field Goal",16,"Charlotte Hornets",164,16,0,0.00,"Hawes, Spencer",3.00,7.50
"CJ McCollum","Portland Trail Blazers",2015-11-18,2015,2490149,1610612757,400828057,2,9,41,0,"Pullup Jump shot","2PT Field Goal",16,"Houston Rockets",-115,116,1,1.60,"Lawson, Ty",2.50,12.00
"Paul George","Indiana Pacers",2015-12-23,2015,4251,1610612754,400828312,1,7,48,0,"Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",-156,124,1,2.20,"Gay, Rudy",5.30,18.30
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,3,5,42,1,"Pullup Jump shot","3PT Field Goal",24,"Miami Heat",82,232,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2016-01-20,2015,3992,1610612745,400828522,4,1,45,0,"Pullup Jump shot","3PT Field Goal",24,"Detroit Pistons",158,190,5,5.40,"Caldwell-Pope, Kentavious",1.00,18.60
"Klay Thompson","Golden State Warriors",2016-03-27,2015,6475,1610612744,400828981,1,11,15,1,"Pullup Jump shot","3PT Field Goal",24,"Philadelphia 76ers",191,159,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-01-20,2015,6606,1610612757,400828526,3,5,12,0,"Pullup Jump shot","2PT Field Goal",11,"Atlanta Hawks",-40,105,1,6.20,"Splitter, Tiago",2.60,2.50
"CJ McCollum","Portland Trail Blazers",2016-04-02,2015,2490149,1610612757,400829029,3,10,32,1,"Pullup Jump shot","3PT Field Goal",24,"Miami Heat",15,249,0,0.00,,0.00,0.00
"Paul George","Indiana Pacers",2016-02-26,2015,4251,1610612754,400828748,1,2,48,1,"Pullup Jump shot","2PT Field Goal",19,"Charlotte Hornets",138,131,0,0.00,,0.00,0.00
